delivery_id,shipment_id,delivery_date,delivery_status
2639,2639,2025-09-13,Delayed
2640,2640,2025-06-20,Delayed
2641,2641,2025-12-21,Delivered
2642,2642,2025-02-03,Delivered
2643,2643,2025-12-24,Delivered
2644,2644,2025-05-19,Delivered
2645,2645,2025-05-25,Delayed
2646,2646,2025-12-14,Delayed
2647,2647,2025-05-01,Delayed
2648,2648,2025-05-18,Delivered
2649,2649,2025-11-26,Delivered
2650,2650,2025-09-25,Delivered
2651,2651,2025-07-17,Delayed
2652,2652,2025-05-26,Delayed
2653,2653,2025-11-29,Delivered
2654,2654,2025-09-27,Delayed
2655,2655,2025-07-25,Delayed
2656,2656,2025-12-26,Delayed
2657,2657,2025-04-13,Delivered
2658,2658,2026-01-04,Delayed
2659,2659,2025-06-03,Delayed
2660,2660,2025-10-03,Delayed
2661,2661,2025-06-18,Delayed
2662,2662,2025-06-15,Delivered
2663,2663,2025-01-24,Delivered
2664,2664,2025-01-25,Delivered
2665,2665,2025-09-07,Delayed
2666,2666,2025-10-18,Delayed
2667,2667,2025-07-23,Delayed
2668,2668,2025-08-11,Delayed
2669,2669,2025-05-07,Delivered
2670,2670,2025-12-10,Delivered
2671,2671,2025-04-01,Delivered
2672,2672,2026-01-07,Delivered
2673,2673,2025-07-31,Delivered
2674,2674,2025-05-16,Delivered
2675,2675,2025-02-15,Delayed
2676,2676,2025-01-28,Delayed
2677,2677,2025-11-19,Delayed
2678,2678,2025-02-05,Delivered
2679,2679,2025-08-21,Delivered
2680,2680,2025-12-01,Delivered
2681,2681,2025-04-05,Delayed
2682,2682,2025-06-12,Delayed
2683,2683,2025-10-16,Delayed
2684,2684,2025-11-12,Delayed
2685,2685,2025-11-13,Delayed
2686,2686,2025-08-11,Delivered
2687,2687,2025-01-15,Delivered
2688,2688,2025-01-22,Delivered
2689,2689,2025-08-16,Delayed
2690,2690,2025-01-14,Delivered
2691,2691,2025-02-23,Delayed
2692,2692,2025-08-28,Delivered
2693,2693,2025-03-20,Delivered
2694,2694,2025-08-27,Delayed
2695,2695,2025-04-09,Delivered
2696,2696,2025-05-08,Delivered
2697,2697,2025-08-21,Delivered
2698,2698,2025-01-22,Delivered
2699,2699,2025-09-23,Delayed
2700,2700,2025-06-13,Delivered
2701,2701,2025-03-22,Delivered
2702,2702,2025-08-07,Delivered
2703,2703,2025-06-30,Delivered
2704,2704,2025-07-04,Delayed
2705,2705,2025-12-29,Delivered
2706,2706,2025-03-11,Delayed
2707,2707,2025-06-24,Delayed
2708,2708,2025-05-07,Delayed
2709,2709,2025-07-25,Delayed
2710,2710,2025-06-09,Delayed
2711,2711,2025-10-30,Delayed
2712,2712,2025-07-25,Delivered
2713,2713,2025-06-27,Delivered
2714,2714,2025-09-22,Delayed
2715,2715,2025-12-03,Delayed
2716,2716,2025-08-21,Delayed
2717,2717,2025-12-31,Delayed
2718,2718,2025-10-28,Delivered
2719,2719,2025-07-19,Delayed
2720,2720,2025-07-25,Delayed
2721,2721,2025-12-16,Delivered
2722,2722,2025-04-05,Delivered
2723,2723,2025-11-24,Delivered
2724,2724,2025-01-20,Delivered
2725,2725,2025-10-19,Delayed
2726,2726,2025-04-26,Delivered
2727,2727,2025-09-10,Delivered
2728,2728,2025-02-18,Delayed
2729,2729,2025-05-20,Delivered
2730,2730,2025-02-02,Delivered
2731,2731,2026-01-06,Delivered
2732,2732,2025-09-11,Delayed
2733,2733,2025-11-14,Delivered
2734,2734,2025-07-01,Delivered
2735,2735,2025-12-18,Delivered
2736,2736,2025-06-03,Delivered
2737,2737,2025-12-11,Delivered
2738,2738,2025-10-05,Delivered
2739,2739,2025-12-31,Delayed
2740,2740,2025-02-28,Delivered
2741,2741,2025-11-21,Delivered
2742,2742,2025-06-06,Delivered
2743,2743,2025-09-05,Delayed
2744,2744,2025-01-18,Delayed
2745,2745,2026-01-02,Delivered
2746,2746,2025-02-09,Delayed
2747,2747,2025-12-28,Delayed
2748,2748,2025-01-28,Delayed
2749,2749,2025-11-20,Delayed
2750,2750,2025-07-10,Delayed
2751,2751,2025-10-26,Delivered
2752,2752,2025-07-29,Delayed
2753,2753,2025-12-29,Delayed
2754,2754,2025-02-09,Delivered
2755,2755,2025-11-10,Delayed
2756,2756,2025-04-01,Delayed
2757,2757,2025-10-06,Delivered
2758,2758,2025-08-06,Delayed
2759,2759,2025-03-21,Delayed
2760,2760,2025-03-21,Delayed
2761,2761,2025-04-08,Delivered
2762,2762,2025-10-11,Delivered
2763,2763,2025-04-02,Delivered
2764,2764,2026-01-04,Delivered
2765,2765,2025-08-23,Delivered
2766,2766,2025-10-03,Delivered
2767,2767,2025-09-01,Delayed
2768,2768,2026-01-06,Delivered
2769,2769,2025-06-14,Delivered
2770,2770,2025-03-20,Delayed
2771,2771,2025-02-13,Delayed
2772,2772,2025-08-20,Delayed
2773,2773,2025-07-09,Delayed
2774,2774,2025-05-23,Delivered
2775,2775,2025-06-04,Delivered
2776,2776,2025-09-08,Delayed
2777,2777,2025-03-02,Delayed
2778,2778,2025-12-08,Delivered
2779,2779,2025-10-14,Delayed
2780,2780,2025-12-15,Delivered
2781,2781,2025-07-02,Delayed
2782,2782,2025-04-17,Delivered
2783,2783,2025-08-24,Delivered
2784,2784,2025-01-29,Delivered
2785,2785,2025-10-18,Delayed
2786,2786,2025-08-08,Delayed
2787,2787,2025-07-27,Delayed
2788,2788,2025-02-26,Delayed
2789,2789,2025-08-16,Delayed
2790,2790,2025-11-07,Delayed
2791,2791,2025-12-02,Delivered
2792,2792,2025-09-28,Delayed
2793,2793,2025-07-31,Delayed
2794,2794,2025-07-30,Delivered
2795,2795,2025-12-30,Delayed
2796,2796,2025-08-07,Delayed
2797,2797,2025-10-04,Delivered
2798,2798,2025-09-11,Delayed
2799,2799,2025-03-13,Delivered
2800,2800,2025-11-13,Delivered
2801,2801,2025-06-17,Delayed
2802,2802,2025-03-18,Delayed
2803,2803,2025-01-12,Delivered
2804,2804,2025-07-02,Delayed
2805,2805,2025-04-25,Delivered
2806,2806,2025-12-20,Delayed
2807,2807,2025-04-05,Delayed
2808,2808,2025-03-12,Delivered
2809,2809,2025-11-17,Delivered
2810,2810,2025-04-29,Delayed
2811,2811,2025-06-28,Delayed
2812,2812,2025-01-29,Delayed
2813,2813,2025-12-31,Delivered
2814,2814,2025-06-06,Delayed
2815,2815,2025-01-12,Delivered
2816,2816,2025-03-14,Delivered
2817,2817,2025-10-28,Delivered
2818,2818,2025-10-18,Delivered
2819,2819,2025-04-18,Delayed
2820,2820,2025-10-15,Delayed
2821,2821,2025-06-30,Delivered
2822,2822,2025-03-29,Delayed
2823,2823,2025-04-21,Delivered
2824,2824,2025-08-16,Delivered
2825,2825,2025-02-12,Delayed
2826,2826,2025-08-28,Delivered
2827,2827,2025-11-21,Delivered
2828,2828,2025-06-23,Delivered
2829,2829,2025-02-26,Delivered
2830,2830,2025-04-10,Delayed
2831,2831,2025-07-18,Delayed
2832,2832,2025-01-27,Delayed
2833,2833,2025-01-05,Delayed
2834,2834,2025-12-22,Delivered
2835,2835,2025-09-05,Delayed
2836,2836,2025-10-24,Delivered
2837,2837,2025-11-15,Delivered
2838,2838,2025-09-11,Delayed
2839,2839,2025-01-29,Delivered
2840,2840,2025-12-24,Delivered
2841,2841,2025-05-02,Delayed
2842,2842,2025-08-20,Delivered
2843,2843,2025-04-05,Delayed
2844,2844,2025-12-23,Delivered
2845,2845,2025-08-23,Delayed
2846,2846,2025-04-08,Delivered
2847,2847,2025-01-26,Delayed
2848,2848,2025-05-08,Delivered
2849,2849,2025-10-27,Delivered
2850,2850,2025-03-24,Delayed
2851,2851,2025-01-25,Delivered
2852,2852,2025-04-07,Delayed
2853,2853,2025-08-26,Delivered
2854,2854,2025-04-06,Delayed
2855,2855,2025-08-15,Delayed
2856,2856,2025-08-03,Delayed
2857,2857,2025-04-14,Delayed
2858,2858,2025-09-16,Delayed
2859,2859,2025-12-23,Delivered
2860,2860,2025-11-25,Delayed
2861,2861,2025-12-24,Delivered
2862,2862,2025-09-15,Delivered
2863,2863,2025-03-04,Delayed
2864,2864,2025-08-19,Delayed
2865,2865,2025-02-09,Delivered
2866,2866,2025-01-24,Delayed
2867,2867,2025-04-03,Delivered
2868,2868,2025-04-26,Delivered
2869,2869,2025-08-28,Delayed
2870,2870,2025-06-03,Delivered
2871,2871,2025-09-09,Delayed
2872,2872,2025-10-27,Delivered
2873,2873,2025-08-20,Delivered
2874,2874,2025-07-26,Delivered
2875,2875,2025-12-06,Delivered
2876,2876,2025-04-12,Delivered
2877,2877,2025-10-24,Delivered
2878,2878,2025-12-18,Delayed
2879,2879,2025-11-17,Delayed
2880,2880,2025-06-06,Delivered
2881,2881,2025-09-13,Delivered
2882,2882,2025-12-28,Delivered
2883,2883,2025-07-02,Delayed
2884,2884,2025-11-28,Delayed
2885,2885,2025-11-10,Delivered
2886,2886,2025-03-18,Delayed
2887,2887,2025-09-02,Delayed
2888,2888,2025-06-23,Delayed
2889,2889,2025-04-26,Delayed
2890,2890,2025-07-15,Delayed
2891,2891,2025-05-30,Delayed
2892,2892,2025-09-18,Delayed
2893,2893,2025-06-10,Delayed
2894,2894,2025-11-10,Delayed
2895,2895,2025-02-18,Delivered
2896,2896,2025-08-02,Delivered
2897,2897,2025-08-06,Delivered
2898,2898,2025-06-12,Delivered
2899,2899,2025-05-04,Delivered
2900,2900,2025-02-25,Delivered
2901,2901,2025-10-03,Delivered
2902,2902,2025-04-06,Delayed
2903,2903,2025-11-16,Delivered
2904,2904,2025-07-12,Delivered
2905,2905,2025-11-16,Delivered
2906,2906,2025-09-22,Delivered
2907,2907,2025-05-21,Delayed
2908,2908,2025-03-03,Delayed
2909,2909,2025-12-13,Delivered
2910,2910,2025-05-04,Delivered
2911,2911,2025-06-21,Delivered
2912,2912,2025-07-08,Delivered
2913,2913,2025-09-05,Delayed
2914,2914,2025-12-21,Delivered
2915,2915,2025-01-30,Delayed
2916,2916,2025-07-15,Delayed
2917,2917,2025-07-28,Delivered
2918,2918,2025-07-17,Delivered
2919,2919,2025-03-02,Delivered
2920,2920,2025-04-06,Delivered
2921,2921,2025-06-29,Delivered
2922,2922,2025-11-05,Delayed
2923,2923,2025-09-04,Delayed
2924,2924,2025-09-07,Delayed
2925,2925,2025-02-02,Delivered
2926,2926,2025-01-28,Delivered
2927,2927,2025-08-18,Delivered
2928,2928,2025-08-11,Delayed
2929,2929,2025-12-18,Delivered
2930,2930,2025-07-14,Delayed
2931,2931,2025-12-22,Delivered
2932,2932,2025-05-05,Delivered
2933,2933,2025-04-12,Delayed
2934,2934,2025-12-11,Delivered
2935,2935,2025-01-23,Delayed
2936,2936,2025-08-26,Delayed
2937,2937,2026-01-01,Delayed
2938,2938,2025-12-03,Delivered
2939,2939,2025-12-11,Delivered
2940,2940,2025-12-19,Delayed
2941,2941,2025-01-20,Delivered
2942,2942,2025-11-21,Delayed
2943,2943,2025-04-21,Delivered
2944,2944,2025-03-12,Delivered
2945,2945,2025-10-25,Delayed
2946,2946,2025-09-12,Delayed
2947,2947,2025-08-17,Delayed
2948,2948,2025-12-14,Delayed
2949,2949,2025-03-15,Delayed
2950,2950,2025-01-14,Delivered
2951,2951,2025-04-15,Delivered
2952,2952,2025-09-26,Delayed
2953,2953,2025-02-02,Delayed
2954,2954,2025-01-15,Delayed
2955,2955,2025-02-23,Delivered
2956,2956,2025-05-17,Delayed
2957,2957,2025-05-08,Delivered
2958,2958,2025-10-04,Delivered
2959,2959,2025-02-25,Delayed
2960,2960,2025-08-04,Delayed
2961,2961,2025-03-30,Delivered
2962,2962,2025-02-25,Delayed
2963,2963,2025-03-21,Delivered
2964,2964,2025-02-17,Delivered
2965,2965,2025-08-22,Delayed
2966,2966,2025-01-22,Delivered
2967,2967,2025-04-21,Delivered
2968,2968,2025-06-28,Delivered
2969,2969,2025-05-03,Delivered
2970,2970,2025-11-16,Delivered
2971,2971,2025-05-04,Delayed
2972,2972,2025-04-21,Delivered
2973,2973,2025-08-02,Delayed
2974,2974,2025-05-27,Delayed
2975,2975,2025-07-02,Delayed
2976,2976,2025-11-15,Delivered
2977,2977,2025-03-29,Delivered
2978,2978,2025-02-02,Delayed
2979,2979,2025-07-10,Delayed
2980,2980,2025-08-07,Delayed
2981,2981,2025-02-28,Delivered
2982,2982,2025-09-30,Delayed
2983,2983,2025-07-18,Delivered
2984,2984,2025-05-26,Delayed
2985,2985,2025-06-08,Delivered
2986,2986,2025-12-12,Delivered
2987,2987,2025-11-10,Delivered
2988,2988,2025-01-19,Delivered
2989,2989,2025-07-05,Delayed
2990,2990,2025-05-12,Delivered
2991,2991,2025-11-27,Delayed
2992,2992,2025-09-25,Delayed
2993,2993,2025-08-08,Delivered
2994,2994,2025-12-23,Delayed
2995,2995,2025-05-27,Delayed
2996,2996,2025-10-26,Delivered
2997,2997,2025-04-21,Delayed
2998,2998,2025-09-02,Delivered
2999,2999,2025-06-10,Delivered
3000,3000,2025-02-28,Delivered
3001,3001,2025-09-21,Delayed
3002,3002,2025-12-12,Delivered
3003,3003,2025-08-27,Delivered
3004,3004,2025-02-20,Delayed
3005,3005,2025-07-02,Delivered
3006,3006,2025-05-18,Delayed
3007,3007,2025-05-15,Delivered
3008,3008,2025-03-18,Delayed
3009,3009,2025-02-24,Delayed
3010,3010,2025-10-21,Delivered
3011,3011,2025-04-12,Delivered
3012,3012,2025-01-15,Delivered
3013,3013,2025-05-17,Delayed
3014,3014,2025-05-12,Delayed
3015,3015,2025-11-27,Delivered
3016,3016,2025-08-12,Delivered
3017,3017,2025-11-14,Delayed
3018,3018,2025-12-27,Delayed
3019,3019,2025-10-14,Delayed
3020,3020,2025-05-17,Delivered
3021,3021,2025-05-16,Delivered
3022,3022,2025-05-19,Delayed
3023,3023,2025-02-12,Delivered
3024,3024,2025-11-04,Delivered
3025,3025,2025-05-09,Delivered
3026,3026,2026-01-02,Delayed
3027,3027,2025-09-21,Delayed
3028,3028,2025-07-21,Delivered
3029,3029,2025-03-24,Delayed
3030,3030,2025-01-23,Delayed
3031,3031,2025-06-07,Delayed
3032,3032,2025-08-05,Delivered
3033,3033,2025-07-12,Delivered
3034,3034,2025-09-28,Delayed
3035,3035,2025-02-21,Delayed
3036,3036,2025-01-10,Delivered
3037,3037,2025-10-13,Delayed
3038,3038,2025-08-02,Delayed
3039,3039,2025-07-21,Delayed
3040,3040,2025-10-28,Delivered
3041,3041,2025-05-09,Delivered
3042,3042,2025-08-14,Delayed
3043,3043,2025-08-04,Delivered
3044,3044,2025-10-28,Delivered
3045,3045,2025-04-30,Delivered
3046,3046,2025-12-08,Delayed
3047,3047,2025-10-29,Delivered
3048,3048,2025-02-03,Delayed
3049,3049,2025-03-17,Delayed
3050,3050,2025-04-05,Delivered
3051,3051,2025-05-17,Delivered
3052,3052,2025-05-17,Delayed
3053,3053,2025-08-31,Delivered
3054,3054,2025-10-21,Delivered
3055,3055,2025-05-03,Delivered
3056,3056,2025-06-08,Delayed
3057,3057,2025-05-22,Delivered
3058,3058,2025-08-19,Delivered
3059,3059,2025-08-19,Delivered
3060,3060,2025-09-23,Delayed
3061,3061,2025-08-04,Delayed
3062,3062,2025-06-22,Delayed
3063,3063,2025-10-14,Delivered
3064,3064,2025-11-02,Delayed
3065,3065,2025-10-12,Delivered
3066,3066,2025-09-11,Delayed
3067,3067,2025-05-30,Delayed
3068,3068,2025-04-21,Delayed
3069,3069,2025-04-01,Delivered
3070,3070,2025-07-22,Delivered
3071,3071,2025-05-02,Delivered
3072,3072,2025-07-07,Delivered
3073,3073,2025-09-09,Delivered
3074,3074,2025-11-15,Delayed
3075,3075,2025-04-03,Delivered
3076,3076,2025-04-04,Delivered
3077,3077,2025-12-26,Delivered
3078,3078,2025-12-03,Delayed
3079,3079,2025-09-25,Delivered
3080,3080,2025-10-20,Delivered
3081,3081,2025-02-12,Delayed
3082,3082,2025-06-26,Delayed
3083,3083,2025-02-28,Delivered
3084,3084,2025-02-19,Delayed
3085,3085,2025-11-02,Delivered
3086,3086,2025-09-09,Delayed
3087,3087,2025-12-02,Delivered
3088,3088,2025-01-13,Delivered
3089,3089,2025-12-08,Delivered
3090,3090,2025-09-19,Delayed
3091,3091,2025-01-14,Delivered
3092,3092,2025-07-24,Delayed
3093,3093,2025-02-15,Delivered
3094,3094,2025-12-17,Delivered
3095,3095,2025-12-01,Delayed
3096,3096,2025-06-12,Delivered
3097,3097,2025-05-27,Delayed
3098,3098,2025-05-26,Delayed
3099,3099,2025-07-02,Delayed
3100,3100,2025-06-10,Delivered
3101,3101,2025-06-22,Delayed
3102,3102,2025-11-04,Delivered
3103,3103,2025-10-30,Delivered
3104,3104,2025-03-02,Delayed
3105,3105,2025-08-25,Delayed
3106,3106,2025-02-28,Delivered
3107,3107,2025-12-10,Delivered
3108,3108,2025-02-14,Delayed
3109,3109,2025-04-12,Delayed
3110,3110,2025-07-25,Delayed
3111,3111,2025-07-24,Delayed
3112,3112,2025-05-16,Delayed
3113,3113,2025-11-08,Delayed
3114,3114,2025-03-11,Delayed
3115,3115,2025-09-19,Delivered
3116,3116,2025-08-22,Delivered
3117,3117,2025-12-09,Delayed
3118,3118,2025-12-30,Delayed
3119,3119,2025-10-17,Delayed
3120,3120,2025-12-26,Delayed
3121,3121,2025-02-28,Delivered
3122,3122,2025-06-24,Delivered
3123,3123,2025-03-25,Delivered
3124,3124,2025-12-04,Delayed
3125,3125,2025-06-27,Delivered
3126,3126,2025-02-01,Delivered
3127,3127,2025-10-15,Delivered
3128,3128,2025-09-25,Delivered
3129,3129,2025-12-20,Delivered
3130,3130,2025-12-05,Delayed
3131,3131,2025-06-23,Delayed
3132,3132,2025-07-03,Delivered
3133,3133,2025-06-29,Delayed
3134,3134,2025-08-05,Delayed
3135,3135,2025-03-24,Delivered
3136,3136,2025-08-14,Delayed
3137,3137,2025-05-09,Delivered
3138,3138,2025-02-12,Delayed
3139,3139,2025-07-16,Delayed
3140,3140,2025-03-28,Delayed
3141,3141,2025-09-03,Delivered
3142,3142,2025-06-27,Delayed
3143,3143,2025-07-28,Delivered
3144,3144,2025-01-14,Delivered
3145,3145,2025-12-12,Delayed
3146,3146,2025-03-07,Delivered
3147,3147,2025-08-14,Delayed
3148,3148,2025-03-09,Delayed
3149,3149,2025-06-03,Delivered
3150,3150,2025-07-24,Delayed
3151,3151,2025-09-04,Delivered
3152,3152,2025-03-31,Delivered
3153,3153,2025-05-07,Delivered
3154,3154,2025-04-15,Delayed
3155,3155,2026-01-09,Delayed
3156,3156,2025-09-28,Delayed
3157,3157,2025-05-20,Delayed
3158,3158,2025-08-31,Delayed
3159,3159,2025-06-12,Delayed
3160,3160,2025-08-13,Delayed
3161,3161,2025-04-28,Delayed
3162,3162,2025-08-24,Delivered
3163,3163,2025-11-18,Delayed
3164,3164,2025-01-23,Delivered
3165,3165,2025-03-20,Delivered
3166,3166,2025-10-27,Delayed
3167,3167,2025-05-15,Delayed
3168,3168,2025-06-29,Delivered
3169,3169,2025-12-17,Delivered
3170,3170,2025-11-28,Delayed
3171,3171,2025-12-06,Delivered
3172,3172,2025-02-03,Delivered
3173,3173,2025-08-31,Delayed
3174,3174,2025-07-15,Delayed
3175,3175,2025-04-10,Delayed
3176,3176,2026-01-02,Delayed
3177,3177,2025-02-18,Delivered
3178,3178,2025-09-16,Delivered
3179,3179,2025-08-13,Delivered
3180,3180,2025-12-02,Delivered
3181,3181,2025-10-27,Delayed
3182,3182,2025-04-03,Delivered
3183,3183,2025-12-20,Delivered
3184,3184,2025-01-27,Delivered
3185,3185,2025-09-13,Delayed
3186,3186,2025-01-14,Delayed
3187,3187,2025-08-19,Delayed
3188,3188,2025-04-18,Delayed
3189,3189,2025-03-18,Delayed
3190,3190,2025-02-25,Delayed
3191,3191,2025-03-21,Delayed
3192,3192,2025-06-15,Delayed
3193,3193,2025-10-21,Delayed
3194,3194,2025-12-12,Delayed
3195,3195,2025-02-16,Delayed
3196,3196,2025-05-22,Delayed
3197,3197,2025-05-01,Delayed
3198,3198,2025-01-28,Delayed
3199,3199,2025-04-25,Delayed
3200,3200,2025-04-22,Delivered
3201,3201,2025-08-24,Delayed
3202,3202,2025-03-04,Delivered
3203,3203,2025-01-24,Delivered
3204,3204,2025-05-12,Delayed
3205,3205,2025-12-01,Delayed
3206,3206,2025-02-09,Delayed
3207,3207,2025-06-29,Delivered
3208,3208,2025-09-21,Delivered
3209,3209,2025-11-12,Delivered
3210,3210,2025-08-27,Delivered
3211,3211,2025-01-23,Delivered
3212,3212,2025-12-17,Delivered
3213,3213,2025-05-10,Delayed
3214,3214,2025-02-07,Delivered
3215,3215,2025-11-01,Delivered
3216,3216,2025-01-24,Delivered
3217,3217,2025-07-21,Delivered
3218,3218,2025-06-28,Delivered
3219,3219,2025-10-02,Delayed
3220,3220,2025-07-11,Delayed
3221,3221,2025-10-18,Delivered
3222,3222,2025-08-29,Delivered
3223,3223,2025-07-19,Delayed
3224,3224,2025-12-19,Delayed
3225,3225,2025-08-15,Delivered
3226,3226,2025-11-30,Delivered
3227,3227,2025-09-13,Delivered
3228,3228,2025-08-07,Delivered
3229,3229,2025-04-01,Delayed
3230,3230,2025-11-04,Delivered
3231,3231,2025-03-20,Delivered
3232,3232,2025-11-16,Delivered
3233,3233,2025-01-16,Delivered
3234,3234,2025-07-10,Delayed
3235,3235,2025-07-10,Delayed
3236,3236,2025-08-30,Delayed
3237,3237,2025-03-07,Delivered
3238,3238,2025-01-10,Delayed
3239,3239,2025-09-14,Delivered
3240,3240,2025-02-03,Delivered
3241,3241,2025-04-21,Delivered
3242,3242,2025-02-20,Delivered
3243,3243,2025-06-26,Delivered
3244,3244,2025-09-07,Delivered
3245,3245,2025-11-26,Delivered
3246,3246,2025-04-25,Delivered
3247,3247,2025-09-15,Delayed
3248,3248,2025-06-30,Delivered
3249,3249,2025-11-09,Delivered
3250,3250,2025-12-27,Delivered
3251,3251,2025-12-10,Delivered
3252,3252,2025-08-17,Delivered
3253,3253,2025-02-02,Delivered
3254,3254,2025-12-31,Delayed
3255,3255,2025-09-22,Delayed
3256,3256,2025-09-08,Delivered
3257,3257,2025-02-10,Delivered
3258,3258,2025-04-25,Delivered
3259,3259,2025-02-07,Delayed
3260,3260,2025-10-11,Delivered
3261,3261,2025-09-08,Delayed
3262,3262,2025-02-25,Delayed
3263,3263,2025-04-21,Delayed
3264,3264,2025-09-17,Delivered
3265,3265,2025-12-13,Delayed
3266,3266,2025-09-10,Delivered
3267,3267,2025-07-27,Delivered
3268,3268,2025-04-08,Delayed
3269,3269,2025-03-05,Delivered
3270,3270,2025-03-27,Delayed
3271,3271,2025-07-10,Delayed
3272,3272,2025-08-20,Delayed
3273,3273,2025-07-24,Delivered
3274,3274,2025-02-26,Delayed
3275,3275,2025-03-25,Delivered
3276,3276,2025-04-12,Delayed
3277,3277,2025-02-03,Delayed
3278,3278,2025-10-27,Delivered
3279,3279,2025-01-28,Delayed
3280,3280,2025-07-28,Delayed
3281,3281,2025-10-03,Delivered
3282,3282,2025-06-06,Delayed
3283,3283,2025-08-17,Delivered
3284,3284,2025-10-11,Delayed
3285,3285,2025-03-22,Delivered
3286,3286,2025-02-20,Delivered
3287,3287,2025-09-08,Delivered
3288,3288,2025-02-26,Delayed
3289,3289,2025-07-05,Delayed
3290,3290,2025-04-05,Delivered
3291,3291,2025-07-10,Delivered
3292,3292,2025-02-23,Delivered
3293,3293,2025-05-28,Delayed
3294,3294,2025-01-09,Delivered
3295,3295,2025-08-10,Delivered
3296,3296,2025-11-17,Delivered
3297,3297,2025-01-31,Delayed
3298,3298,2025-01-29,Delayed
3299,3299,2025-11-27,Delayed
3300,3300,2025-07-16,Delayed
3301,3301,2025-05-01,Delivered
3302,3302,2025-12-29,Delayed
3303,3303,2025-03-17,Delivered
3304,3304,2025-03-21,Delayed
3305,3305,2025-11-27,Delayed
3306,3306,2025-03-22,Delayed
3307,3307,2025-01-24,Delayed
3308,3308,2025-10-31,Delivered
3309,3309,2025-04-07,Delivered
3310,3310,2025-05-23,Delayed
3311,3311,2025-09-26,Delayed
3312,3312,2025-03-07,Delivered
3313,3313,2025-12-01,Delivered
3314,3314,2025-10-18,Delivered
3315,3315,2025-09-28,Delivered
3316,3316,2025-09-20,Delivered
3317,3317,2025-03-31,Delayed
3318,3318,2025-05-04,Delivered
3319,3319,2025-04-11,Delayed
3320,3320,2025-08-29,Delivered
3321,3321,2025-10-07,Delayed
3322,3322,2026-01-03,Delivered
3323,3323,2025-02-08,Delayed
3324,3324,2025-04-06,Delivered
3325,3325,2025-12-09,Delivered
3326,3326,2025-02-27,Delivered
3327,3327,2025-08-26,Delivered
3328,3328,2025-08-08,Delayed
3329,3329,2025-08-20,Delayed
3330,3330,2025-09-29,Delayed
3331,3331,2025-09-28,Delivered
3332,3332,2025-12-10,Delivered
3333,3333,2025-10-01,Delivered
3334,3334,2025-07-17,Delayed
3335,3335,2025-01-15,Delivered
3336,3336,2025-01-17,Delivered
3337,3337,2025-08-19,Delayed
3338,3338,2025-12-11,Delivered
3339,3339,2025-11-18,Delivered
3340,3340,2025-04-25,Delayed
3341,3341,2025-04-24,Delayed
3342,3342,2025-08-29,Delayed
3343,3343,2025-12-15,Delayed
3344,3344,2026-01-05,Delayed
3345,3345,2025-02-17,Delivered
3346,3346,2025-04-09,Delivered
3347,3347,2025-09-21,Delivered
3348,3348,2025-03-09,Delayed
3349,3349,2025-07-17,Delivered
3350,3350,2025-07-26,Delayed
3351,3351,2025-03-15,Delivered
3352,3352,2025-01-23,Delayed
3353,3353,2025-08-18,Delayed
3354,3354,2025-11-22,Delayed
3355,3355,2025-09-10,Delivered
3356,3356,2025-08-25,Delivered
3357,3357,2025-06-18,Delivered
3358,3358,2025-09-11,Delayed
3359,3359,2025-05-30,Delayed
3360,3360,2025-01-12,Delayed
3361,3361,2025-11-10,Delivered
3362,3362,2025-01-15,Delayed
3363,3363,2025-02-16,Delayed
3364,3364,2025-12-28,Delayed
3365,3365,2025-07-04,Delayed
3366,3366,2025-08-11,Delayed
3367,3367,2025-06-26,Delayed
3368,3368,2025-08-13,Delayed
3369,3369,2025-11-22,Delivered
3370,3370,2025-04-06,Delivered
3371,3371,2025-07-09,Delayed
3372,3372,2025-10-16,Delivered
3373,3373,2025-02-21,Delayed
3374,3374,2025-02-22,Delayed
3375,3375,2025-02-19,Delayed
3376,3376,2025-01-17,Delayed
3377,3377,2025-11-18,Delivered
3378,3378,2025-11-20,Delivered
3379,3379,2025-09-07,Delayed
3380,3380,2025-05-23,Delayed
3381,3381,2026-01-03,Delayed
3382,3382,2025-06-07,Delayed
3383,3383,2025-01-16,Delayed
3384,3384,2025-04-26,Delayed
3385,3385,2025-02-09,Delayed
3386,3386,2025-07-15,Delivered
3387,3387,2025-05-31,Delayed
3388,3388,2025-12-31,Delivered
3389,3389,2026-01-03,Delivered
3390,3390,2025-11-06,Delayed
3391,3391,2025-03-20,Delayed
3392,3392,2025-07-09,Delivered
3393,3393,2025-06-14,Delayed
3394,3394,2025-11-06,Delayed
3395,3395,2025-04-30,Delayed
3396,3396,2025-04-09,Delayed
3397,3397,2025-05-05,Delayed
3398,3398,2025-10-08,Delayed
3399,3399,2025-06-06,Delayed
3400,3400,2025-10-20,Delivered
3401,3401,2025-11-07,Delivered
3402,3402,2025-05-05,Delayed
3403,3403,2025-03-13,Delayed
3404,3404,2025-08-08,Delivered
3405,3405,2025-05-06,Delayed
3406,3406,2025-03-21,Delivered
3407,3407,2025-05-05,Delivered
3408,3408,2025-04-22,Delivered
3409,3409,2025-05-31,Delivered
3410,3410,2025-03-23,Delayed
3411,3411,2025-10-06,Delivered
3412,3412,2025-05-29,Delayed
3413,3413,2025-03-10,Delayed
3414,3414,2025-07-25,Delayed
