order_id,customer_id,product_id,supplier_id,warehouse_id,quantity,order_date
2227,4103,362,76,3,10,2025-08-27
2228,4903,462,71,16,8,2025-12-12
2229,595,151,75,15,9,2025-09-04
2230,1086,408,8,12,10,2025-03-02
2231,143,356,79,7,9,2025-03-28
2232,381,446,94,18,4,2025-06-14
2233,1561,212,42,14,5,2025-03-03
2234,1791,326,24,1,1,2025-06-15
2235,3977,109,7,17,10,2025-05-22
2236,942,97,55,15,7,2025-11-18
2237,1019,107,37,14,5,2025-02-10
2238,4794,127,88,13,2,2025-05-03
2239,975,155,26,14,10,2025-04-11
2240,2030,37,57,17,8,2025-02-27
2241,1503,490,65,15,5,2025-09-04
2242,555,173,100,10,8,2025-01-30
2243,702,7,20,11,2,2025-12-11
2244,757,320,79,3,5,2025-06-10
2245,4625,477,39,18,1,2025-06-28
2246,605,340,32,14,5,2025-07-16
2247,212,190,65,4,5,2025-05-24
2248,3520,68,98,15,10,2025-10-23
2249,2485,480,89,10,5,2025-05-08
2250,3828,56,88,10,8,2025-02-18
2251,1972,23,33,15,9,2025-02-19
2252,739,367,12,12,3,2025-07-03
2253,3491,203,80,3,7,2025-12-28
2254,2700,455,47,15,10,2025-07-17
2255,3828,14,37,12,8,2025-11-16
2256,3342,143,77,2,6,2025-01-31
2257,3392,83,52,8,10,2025-10-23
2258,4120,145,50,14,10,2025-06-11
2259,619,467,22,7,7,2025-08-18
2260,3531,180,7,17,5,2025-03-06
2261,4632,458,30,13,5,2025-08-27
2262,2811,99,38,17,5,2025-04-22
2263,93,293,82,12,10,2025-09-14
2264,1764,207,90,12,5,2025-02-03
2265,2741,401,3,19,8,2025-05-26
2266,2966,52,25,11,5,2025-09-13
2267,4435,161,56,15,3,2025-07-24
2268,290,373,53,14,6,2025-03-04
2269,3742,359,71,2,9,2025-06-12
2270,3235,225,49,10,3,2025-06-18
2271,3721,103,82,13,8,2025-10-15
2272,4226,65,57,8,1,2025-04-18
2273,786,101,7,6,10,2025-11-27
2274,161,57,51,9,10,2025-12-06
2275,3161,464,7,17,6,2025-04-08
2276,1866,496,98,11,1,2025-09-13
2277,4460,255,50,18,4,2025-08-17
2278,4087,90,54,12,5,2025-08-05
2279,2112,303,42,7,8,2025-08-27
2280,1497,108,32,19,5,2025-12-13
2281,1061,48,9,12,5,2025-06-07
2282,762,361,43,5,7,2025-10-01
2283,139,117,70,1,10,2025-08-08
2284,4217,431,57,7,1,2025-09-13
2285,2968,99,48,12,2,2025-08-04
2286,4102,448,68,16,8,2025-04-12
2287,2542,378,10,14,6,2025-08-28
2288,1874,404,53,4,6,2025-08-09
2289,4107,84,31,3,6,2025-07-16
2290,947,378,5,16,10,2025-02-20
2291,3557,69,56,2,3,2025-11-07
2292,1036,138,95,18,7,2025-07-13
2293,220,144,17,20,5,2025-10-07
2294,3134,109,14,2,2,2025-10-16
2295,123,281,97,14,10,2025-05-09
2296,579,310,65,9,4,2025-01-19
2297,3669,409,22,8,10,2025-08-01
2298,1009,156,26,19,7,2025-02-09
2299,3701,168,29,12,8,2025-07-21
2300,290,329,92,10,5,2025-09-09
2301,900,161,7,3,5,2025-10-29
2302,490,498,44,12,7,2025-09-20
2303,1350,363,71,14,8,2025-08-12
2304,312,63,58,16,6,2025-07-15
2305,4069,174,26,4,6,2025-06-23
2306,2443,317,49,4,5,2025-03-09
2307,4212,113,51,13,9,2025-03-05
2308,1090,465,49,6,5,2025-01-09
2309,4488,219,6,2,6,2025-06-30
2310,1156,493,96,10,9,2025-03-04
2311,3906,36,91,17,5,2025-10-30
2312,3499,54,21,12,9,2025-10-01
2313,4987,142,19,13,6,2025-08-01
2314,297,419,65,12,8,2025-03-20
2315,3760,274,20,10,9,2025-06-13
2316,4394,408,64,14,1,2025-07-17
2317,4872,345,73,14,6,2025-02-24
2318,2572,406,99,4,2,2025-07-16
2319,1849,401,93,1,1,2025-04-01
2320,2565,141,59,15,9,2025-12-04
2321,2238,368,21,4,2,2025-03-21
2322,2619,47,68,3,4,2025-11-09
2323,1220,90,97,3,9,2025-06-24
2324,4346,43,62,11,3,2025-05-04
2325,3643,119,4,9,1,2025-06-17
2326,1987,91,43,19,6,2025-09-13
2327,4712,1,67,10,4,2025-12-06
2328,2232,142,39,17,2,2025-03-29
2329,375,320,31,10,5,2025-04-14
2330,588,398,35,9,2,2025-10-10
2331,4259,168,59,5,8,2025-01-12
2332,4116,173,66,7,5,2025-06-02
2333,2261,437,45,8,4,2025-02-26
2334,791,341,61,15,5,2025-09-10
2335,2295,225,90,13,6,2026-01-01
2336,4246,356,92,17,5,2025-09-26
2337,603,323,61,5,5,2025-01-05
2338,3369,67,46,9,9,2025-12-15
2339,2351,113,15,20,10,2025-10-20
2340,4227,41,14,10,9,2025-10-09
2341,282,423,11,19,9,2025-07-03
2342,2623,409,27,12,10,2025-03-01
2343,1763,35,49,10,2,2025-03-30
2344,174,135,25,17,5,2025-01-14
2345,2689,324,65,9,5,2025-09-18
2346,2009,350,77,8,2,2025-11-28
2347,207,316,28,8,7,2025-09-18
2348,1558,321,20,3,2,2025-02-10
2349,4358,180,16,15,7,2025-06-13
2350,1019,56,3,8,6,2025-12-25
2351,2403,134,2,19,7,2025-11-06
2352,321,381,52,14,7,2025-12-12
2353,4003,188,31,7,8,2025-10-15
2354,1207,193,49,15,9,2025-10-24
2355,1646,304,90,14,10,2025-12-25
2356,3147,483,5,4,10,2025-09-26
2357,2079,309,18,8,8,2025-12-03
2358,4110,11,49,9,7,2025-04-09
2359,810,138,3,13,5,2025-12-18
2360,4947,434,38,17,4,2025-03-17
2361,4598,252,96,3,5,2025-03-27
2362,4957,360,75,3,4,2025-01-11
2363,496,498,2,16,7,2025-08-05
2364,4873,111,82,9,5,2025-11-20
2365,1505,140,31,7,10,2025-04-27
2366,4726,213,46,8,3,2025-10-25
2367,2031,163,8,10,3,2025-07-29
2368,2020,172,30,8,8,2025-01-25
2369,4454,226,52,19,3,2025-09-01
2370,3745,410,78,17,7,2025-02-21
2371,1008,165,2,3,6,2025-01-16
2372,3685,116,98,4,8,2025-02-26
2373,508,70,19,18,4,2025-09-02
2374,80,337,69,15,1,2025-03-25
2375,1728,62,80,18,1,2025-03-17
2376,3704,47,65,6,2,2025-08-16
2377,2329,277,43,5,6,2025-12-31
2378,4086,3,28,17,5,2025-09-12
2379,3936,189,98,8,9,2025-11-11
2380,4693,63,6,2,2,2025-10-08
2381,4005,394,3,19,6,2025-02-20
2382,3852,187,99,15,2,2025-08-15
2383,2012,143,36,14,5,2025-12-28
2384,1181,176,64,18,4,2025-03-23
2385,805,62,71,1,5,2025-09-18
2386,3457,280,11,3,6,2025-01-01
2387,870,247,69,2,2,2025-11-10
2388,1561,245,44,18,1,2025-04-03
2389,920,12,46,17,3,2025-01-17
2390,4590,169,95,8,10,2025-02-06
2391,1537,427,90,13,4,2025-06-12
2392,1057,123,90,11,9,2025-07-05
2393,4259,283,80,11,3,2025-09-29
2394,1906,309,16,15,5,2025-03-25
2395,3256,395,26,11,7,2025-03-14
2396,4983,420,39,16,4,2025-07-13
2397,3060,104,36,11,7,2025-02-11
2398,2002,108,32,15,8,2025-07-18
2399,2091,159,84,4,8,2025-10-03
2400,1020,138,82,18,5,2025-01-30
2401,78,207,95,20,3,2025-09-29
2402,4360,201,40,20,1,2025-06-29
2403,1498,475,50,9,6,2025-05-02
2404,2807,413,27,3,9,2025-02-16
2405,4465,463,57,11,3,2025-05-10
2406,4929,170,97,18,7,2025-10-01
2407,507,149,33,17,8,2025-04-18
2408,677,388,24,15,3,2025-10-23
2409,424,24,45,9,8,2025-06-29
2410,2486,84,53,14,7,2025-08-06
2411,569,252,20,4,4,2025-02-18
2412,4198,167,97,1,2,2025-12-22
2413,3313,420,13,1,4,2025-04-07
2414,3484,333,80,1,10,2025-06-19
2415,1781,479,4,13,7,2025-12-01
2416,2598,320,85,16,6,2025-08-28
2417,889,385,65,3,2,2025-01-27
2418,1143,343,34,1,6,2025-01-20
2419,3613,191,39,2,1,2025-01-15
2420,439,425,30,20,8,2025-01-01
2421,3901,40,14,5,2,2025-11-25
2422,3025,134,61,7,5,2025-08-18
2423,3805,497,26,4,3,2025-06-10
2424,2886,496,92,9,7,2025-08-12
2425,4106,419,4,2,6,2025-06-06
2426,1957,266,71,3,6,2025-12-30
2427,399,446,95,14,3,2025-09-01
2428,2943,426,75,8,10,2025-12-08
2429,2681,177,17,3,5,2025-07-16
2430,540,444,55,16,7,2025-07-22
2431,3079,261,60,19,1,2025-12-22
2432,826,396,27,5,2,2025-04-19
2433,2068,211,71,16,3,2025-11-09
2434,355,92,58,14,10,2025-01-13
2435,3660,18,17,14,4,2025-12-23
2436,860,69,76,10,3,2025-11-20
2437,1201,197,68,12,10,2025-03-01
2438,2774,171,11,9,5,2025-11-04
2439,3368,131,78,10,4,2025-10-28
2440,4958,436,73,10,8,2025-05-05
2441,4913,256,80,9,10,2025-04-13
2442,3920,318,39,12,7,2025-09-28
2443,3907,341,93,20,3,2025-10-28
2444,97,157,36,17,7,2025-04-25
2445,3260,190,42,13,3,2025-05-17
2446,1658,454,54,16,3,2025-11-13
2447,791,246,22,5,9,2025-10-12
2448,2346,198,44,8,6,2025-07-29
2449,4071,243,23,19,3,2025-04-10
2450,1746,122,35,13,4,2025-10-19
2451,916,190,48,14,4,2025-05-19
2452,4218,229,48,19,8,2025-05-18
2453,2508,27,17,15,4,2025-09-17
2454,3435,53,14,13,10,2025-07-11
2455,1709,309,9,13,8,2025-02-15
2456,261,400,60,5,6,2025-02-26
2457,4801,242,59,4,6,2025-08-14
2458,240,65,29,1,8,2025-05-23
2459,4049,398,55,17,10,2025-09-14
2460,1421,85,30,15,9,2025-06-12
2461,2553,98,75,15,1,2025-12-02
2462,2826,441,13,14,7,2025-09-11
2463,1491,281,69,17,4,2025-06-30
2464,300,41,89,11,1,2025-02-13
2465,1117,466,89,12,2,2025-10-25
2466,502,422,9,14,6,2025-06-27
2467,4147,18,6,16,10,2025-02-14
2468,1211,319,39,17,7,2025-01-09
2469,827,47,26,15,7,2025-08-13
2470,322,474,47,20,2,2025-05-09
2471,1072,132,20,19,3,2025-06-18
2472,1083,149,91,15,1,2025-07-08
2473,3494,178,28,20,4,2026-01-01
2474,3004,97,69,17,5,2025-10-21
2475,2974,38,2,12,5,2025-12-28
2476,4096,248,35,13,6,2025-06-04
2477,164,498,46,3,3,2025-03-08
2478,572,58,43,15,6,2025-01-25
2479,3011,339,42,5,3,2025-05-28
2480,2812,187,59,4,7,2025-01-21
2481,4887,232,45,12,4,2025-07-27
2482,4526,387,19,12,6,2025-04-04
2483,3981,133,70,20,4,2025-04-06
2484,2455,67,57,17,8,2025-04-18
2485,4209,133,69,19,3,2025-02-09
2486,337,320,92,13,1,2025-09-29
2487,1537,181,83,9,3,2025-01-24
2488,3053,484,63,4,1,2025-01-30
2489,528,51,51,4,1,2025-06-05
2490,498,98,18,17,2,2025-06-16
2491,2458,296,22,12,8,2025-03-21
2492,2142,233,41,8,10,2025-09-15
2493,3013,410,81,2,6,2025-06-05
2494,4170,497,69,4,9,2025-08-29
2495,4515,435,51,11,3,2025-06-22
2496,2759,440,86,16,4,2025-08-29
2497,3478,233,20,19,4,2025-12-21
2498,1434,315,34,13,8,2025-04-28
2499,297,219,5,5,2,2025-01-01
2500,2890,413,86,2,7,2025-02-27
2501,3486,376,71,8,9,2025-04-10
2502,960,195,36,8,8,2025-04-08
2503,4975,347,11,18,2,2025-01-12
2504,129,338,63,13,6,2025-05-04
2505,1201,333,76,18,4,2025-10-07
2506,2570,381,29,4,1,2025-09-26
2507,1638,50,63,4,8,2025-11-01
2508,3227,244,65,12,5,2025-03-18
2509,2679,295,22,10,1,2025-03-27
2510,3244,418,1,7,8,2025-11-21
2511,4319,436,46,17,3,2025-05-06
2512,1732,44,77,11,8,2025-04-17
2513,1189,462,91,15,8,2025-07-08
2514,2402,295,69,1,1,2025-08-28
2515,4509,303,67,8,3,2025-10-10
2516,634,157,1,4,2,2025-07-14
2517,3020,259,12,18,2,2025-09-21
2518,2270,222,50,3,7,2025-02-15
2519,4067,76,78,20,7,2025-09-13
2520,3252,215,56,5,2,2025-06-07
2521,3603,10,79,10,4,2025-06-27
2522,1103,158,8,14,4,2025-08-05
2523,2679,262,53,19,1,2025-12-07
2524,2045,206,4,2,2,2025-03-22
2525,4106,424,15,12,9,2025-06-07
2526,1846,83,19,6,4,2025-12-11
2527,1999,46,37,16,4,2025-01-19
2528,239,346,56,12,5,2025-11-01
2529,876,153,31,3,7,2025-07-24
2530,1980,57,77,8,10,2025-12-02
2531,4372,424,70,16,4,2025-03-17
2532,223,63,55,9,8,2025-09-02
2533,1598,61,49,11,3,2025-05-21
2534,1619,153,97,17,8,2025-02-02
2535,2123,31,65,9,8,2025-09-25
2536,309,250,78,18,3,2025-01-08
2537,3153,31,62,16,3,2025-11-08
2538,4536,351,55,2,10,2025-04-04
2539,1031,119,94,17,1,2025-01-18
2540,3743,234,91,13,7,2025-01-01
2541,3315,294,71,6,6,2025-01-25
2542,2375,222,60,1,5,2025-10-05
2543,1774,105,36,13,8,2025-04-23
2544,4929,352,36,2,10,2025-10-25
2545,4908,60,17,16,6,2025-04-04
2546,4708,209,5,5,8,2025-01-27
2547,4570,113,91,4,3,2025-05-15
2548,1962,157,63,12,8,2025-02-14
2549,33,451,15,7,7,2025-03-30
2550,4125,27,100,10,10,2025-01-10
2551,2406,410,100,2,6,2025-06-09
2552,1701,432,41,15,2,2025-11-03
2553,1183,125,80,3,9,2025-02-25
2554,1360,333,24,7,7,2025-09-20
2555,3316,236,21,12,4,2025-09-17
2556,3908,458,53,6,6,2025-06-06
2557,2374,51,60,11,4,2025-10-12
2558,1696,100,42,18,6,2025-05-15
2559,4530,399,5,7,4,2025-06-03
2560,4467,231,60,20,6,2025-03-22
2561,179,328,6,3,6,2025-09-26
2562,4838,96,65,18,8,2025-04-19
2563,2862,152,97,10,7,2025-04-17
2564,3011,250,1,8,10,2025-06-11
2565,4631,149,60,18,6,2025-11-04
2566,1610,240,71,11,5,2025-03-23
2567,4848,382,87,12,3,2025-06-25
2568,2985,235,39,15,2,2025-11-07
2569,3271,235,63,5,6,2025-10-11
2570,2710,387,15,19,7,2025-02-11
2571,3543,44,20,2,4,2025-05-30
2572,2443,407,82,9,10,2025-08-27
2573,2890,276,41,10,5,2025-05-17
2574,596,458,96,11,7,2025-02-10
2575,428,461,100,20,6,2025-12-27
2576,2154,290,96,19,4,2025-01-22
2577,4348,368,11,6,9,2025-01-23
2578,395,186,36,4,7,2025-07-30
2579,520,187,81,4,7,2025-12-13
2580,38,361,31,20,3,2025-04-18
2581,2351,115,93,18,1,2025-04-21
2582,4366,267,55,5,5,2025-08-28
2583,1833,470,61,14,6,2025-10-23
2584,3041,198,26,12,1,2025-12-26
2585,3197,245,68,6,7,2025-12-26
2586,1759,472,34,11,7,2025-12-19
2587,2485,372,42,7,7,2025-01-10
2588,4986,163,100,1,10,2025-03-02
2589,433,263,96,19,1,2025-08-19
2590,263,310,23,10,3,2025-05-15
2591,3915,144,41,20,9,2025-07-14
2592,4047,51,6,4,3,2025-12-21
2593,4488,114,28,8,4,2025-04-14
2594,277,240,49,2,8,2025-01-19
2595,2940,147,86,18,4,2025-10-17
2596,589,297,18,7,1,2025-07-16
2597,1319,319,54,4,10,2025-01-26
2598,1613,13,46,5,4,2025-09-11
2599,610,90,61,6,7,2025-07-27
2600,4672,365,92,3,9,2025-03-24
2601,1524,106,28,16,3,2025-02-26
2602,4892,267,90,16,4,2025-09-21
2603,2404,10,52,15,9,2025-08-07
2604,2232,2,4,13,4,2025-12-14
2605,2965,493,94,20,4,2025-09-14
2606,4566,500,73,8,10,2025-11-21
2607,528,419,6,5,6,2025-09-26
2608,4179,10,72,13,9,2025-07-01
2609,2774,166,1,5,2,2025-02-16
2610,3110,255,22,10,5,2025-08-26
2611,4507,284,50,2,3,2025-01-06
2612,1021,426,48,3,10,2025-02-19
2613,2030,379,13,4,1,2025-03-31
2614,4180,42,65,14,6,2025-04-01
2615,2806,258,75,3,5,2025-03-21
2616,3226,76,83,13,2,2025-02-15
2617,3497,258,21,5,5,2025-02-21
2618,3304,395,14,3,1,2025-07-30
2619,890,262,17,10,5,2025-04-17
2620,1124,4,52,1,9,2025-03-13
2621,1416,76,4,17,2,2025-11-15
2622,731,378,47,6,4,2025-11-05
2623,3597,210,96,11,8,2025-10-16
2624,340,41,8,5,2,2025-12-06
2625,3175,35,32,4,10,2025-05-25
2626,1242,405,69,13,1,2025-05-18
2627,2442,171,50,9,8,2025-03-16
2628,2491,112,85,10,6,2025-07-06
2629,3220,245,43,12,1,2025-11-30
2630,2787,348,37,18,4,2025-11-20
2631,2803,287,45,15,8,2025-11-16
2632,3696,456,59,18,4,2025-07-23
2633,3858,246,20,15,1,2025-07-30
2634,2841,355,43,14,10,2025-06-04
2635,2688,408,94,16,8,2025-03-26
2636,3756,323,71,15,2,2025-10-30
2637,3460,433,5,19,5,2026-01-01
2638,868,153,39,2,2,2025-11-15
2639,1469,407,12,5,2,2025-09-05
2640,4684,57,79,17,5,2025-06-12
2641,3775,39,44,2,7,2025-12-13
2642,975,234,32,4,3,2025-01-29
2643,253,427,28,5,10,2025-12-15
2644,2610,426,64,2,10,2025-05-14
2645,76,139,9,18,5,2025-05-15
2646,4640,339,83,1,2,2025-12-10
2647,4327,198,65,10,9,2025-04-24
2648,2809,255,7,18,6,2025-05-10
2649,913,325,8,10,3,2025-11-19
2650,4916,323,4,6,7,2025-09-20
2651,351,482,44,8,2,2025-07-11
2652,4363,275,60,16,4,2025-05-23
2653,4368,378,94,8,10,2025-11-25
2654,33,58,87,17,1,2025-09-18
2655,3488,1,40,3,3,2025-07-20
2656,2287,422,62,17,1,2025-12-16
2657,3713,51,74,18,4,2025-04-05
2658,3914,383,9,9,8,2025-12-31
2659,1767,147,86,17,10,2025-05-26
2660,1585,452,28,14,3,2025-09-30
2661,3956,456,43,14,8,2025-06-12
2662,759,365,23,10,7,2025-06-11
2663,24,483,5,18,10,2025-01-14
2664,2316,289,99,9,2,2025-01-17
2665,3495,427,89,15,7,2025-08-31
2666,1006,122,90,17,9,2025-10-10
2667,2411,429,65,18,5,2025-07-17
2668,1082,402,1,19,1,2025-08-01
2669,338,156,73,2,5,2025-04-30
2670,2215,415,87,9,9,2025-12-02
2671,3904,497,37,3,4,2025-03-28
2672,2194,219,26,12,2,2026-01-01
2673,1959,459,86,11,4,2025-07-28
2674,1995,95,4,12,10,2025-05-08
2675,3315,234,8,15,7,2025-02-07
2676,2040,184,52,7,2,2025-01-23
2677,3360,25,20,3,6,2025-11-15
2678,1805,35,38,9,8,2025-01-29
2679,4841,278,10,15,4,2025-08-17
2680,4720,156,79,12,3,2025-11-23
2681,3319,141,12,13,4,2025-04-01
2682,2979,430,44,1,4,2025-06-07
2683,3610,70,37,20,5,2025-10-11
2684,2025,312,58,12,7,2025-11-07
2685,4638,21,23,4,1,2025-11-09
2686,1124,472,71,13,9,2025-08-04
2687,4434,313,72,9,4,2025-01-05
2688,3956,330,48,19,4,2025-01-17
2689,2821,50,66,19,5,2025-08-09
2690,2980,67,42,13,4,2025-01-07
2691,3005,213,47,1,4,2025-02-14
2692,1279,248,27,11,10,2025-08-23
2693,1713,184,42,1,10,2025-03-16
2694,1055,362,86,15,6,2025-08-22
2695,3456,227,66,1,6,2025-04-01
2696,1372,429,2,7,3,2025-05-01
2697,3141,354,78,9,5,2025-08-18
2698,2958,119,99,13,3,2025-01-15
2699,4280,446,7,9,3,2025-09-19
2700,2333,491,34,1,2,2025-06-08
2701,1099,145,30,15,10,2025-03-13
2702,4505,156,25,2,3,2025-08-01
2703,2362,146,78,9,10,2025-06-25
2704,174,484,99,15,8,2025-07-01
2705,899,202,37,13,10,2025-12-21
2706,734,211,56,1,6,2025-03-01
2707,63,29,52,17,2,2025-06-17
2708,3713,483,21,13,4,2025-05-02
2709,4259,50,43,19,8,2025-07-22
2710,3282,107,71,8,8,2025-05-31
2711,2943,252,32,12,2,2025-10-23
2712,3080,415,91,12,9,2025-07-20
2713,2007,292,82,12,1,2025-06-24
2714,2674,123,61,15,7,2025-09-13
2715,1573,55,87,9,8,2025-11-26
2716,3667,171,16,1,2,2025-08-13
2717,1239,66,75,3,5,2025-12-26
2718,3717,358,97,14,10,2025-10-22
2719,1533,349,20,20,5,2025-07-11
2720,3392,24,78,17,8,2025-07-15
2721,3653,30,55,15,5,2025-12-12
2722,3242,308,80,17,6,2025-03-29
2723,3706,270,74,10,5,2025-11-17
2724,3433,337,86,4,6,2025-01-13
2725,320,101,61,11,4,2025-10-13
2726,651,123,37,13,7,2025-04-21
2727,770,333,9,11,7,2025-09-01
2728,2299,473,70,8,6,2025-02-11
2729,2118,88,74,17,2,2025-05-10
2730,4895,82,98,3,3,2025-01-23
2731,746,372,24,10,2,2026-01-01
2732,1159,469,22,13,10,2025-09-02
2733,1777,416,70,2,6,2025-11-09
2734,3764,459,31,1,1,2025-06-23
2735,753,320,38,1,1,2025-12-15
2736,1932,42,46,16,8,2025-05-31
2737,3227,114,43,20,5,2025-12-04
2738,1703,398,19,11,9,2025-09-28
2739,3693,212,61,8,2,2025-12-22
2740,4984,92,100,12,6,2025-02-24
2741,2602,414,95,16,2,2025-11-12
2742,855,135,85,13,8,2025-05-29
2743,4866,344,2,5,7,2025-08-31
2744,1267,450,91,6,9,2025-01-12
2745,176,243,17,19,4,2025-12-25
2746,656,179,41,20,9,2025-02-05
2747,4188,398,54,14,6,2025-12-21
2748,2736,84,99,11,5,2025-01-22
2749,4605,100,44,18,8,2025-11-13
2750,1929,54,51,16,7,2025-07-05
2751,4096,284,38,6,1,2025-10-20
2752,1519,122,32,11,3,2025-07-23
2753,3755,275,68,15,9,2025-12-23
2754,1010,247,42,15,6,2025-02-05
2755,4442,78,23,6,4,2025-11-06
2756,2432,386,68,20,4,2025-03-26
2757,221,369,81,8,3,2025-10-02
2758,4485,392,86,13,8,2025-07-31
2759,768,236,48,6,4,2025-03-14
2760,1764,483,64,2,9,2025-03-15
2761,3560,341,75,14,3,2025-04-03
2762,2549,155,12,4,7,2025-10-04
2763,3190,386,18,15,5,2025-03-27
2764,3363,57,48,9,3,2025-12-27
2765,2698,312,31,14,7,2025-08-18
2766,2281,220,41,8,1,2025-09-25
2767,316,135,54,13,9,2025-08-28
2768,371,299,80,9,6,2025-12-28
2769,3139,397,96,1,5,2025-06-09
2770,1370,122,21,20,1,2025-03-13
2771,3543,472,7,6,10,2025-02-07
2772,3351,106,30,10,6,2025-08-12
2773,1594,77,60,5,4,2025-07-04
2774,2135,364,63,12,10,2025-05-14
2775,360,300,48,15,6,2025-05-29
2776,3433,333,5,6,1,2025-08-31
2777,2232,302,57,2,4,2025-02-22
2778,3358,428,53,20,3,2025-12-03
2779,4602,393,11,18,2,2025-10-05
2780,4646,202,87,3,1,2025-12-08
2781,1946,480,44,16,7,2025-06-23
2782,4148,93,59,3,7,2025-04-10
2783,3221,55,39,8,5,2025-08-17
2784,3800,142,44,17,1,2025-01-25
2785,956,399,52,2,1,2025-10-09
2786,824,172,11,17,8,2025-07-31
2787,3008,457,40,2,9,2025-07-24
2788,3528,90,27,20,2,2025-02-18
2789,4100,159,65,1,4,2025-08-13
2790,367,456,37,4,9,2025-11-01
2791,4315,299,21,5,4,2025-11-23
2792,3702,415,93,9,4,2025-09-23
2793,495,375,96,16,8,2025-07-25
2794,1479,450,96,5,6,2025-07-21
2795,4905,382,45,14,3,2025-12-20
2796,3330,458,23,5,1,2025-07-29
2797,3306,87,72,4,8,2025-09-26
2798,1860,441,11,11,9,2025-09-03
2799,2369,57,68,7,9,2025-03-09
2800,2546,320,24,5,4,2025-11-08
2801,1290,312,20,16,2,2025-06-12
2802,1148,104,29,10,5,2025-03-10
2803,2290,394,62,3,6,2025-01-03
2804,4356,38,19,5,10,2025-06-23
2805,1703,267,55,10,7,2025-04-19
2806,4260,122,45,7,2,2025-12-12
2807,3130,386,84,3,9,2025-03-28
2808,2567,267,34,16,7,2025-03-06
2809,2987,29,63,1,8,2025-11-13
2810,216,18,25,8,3,2025-04-21
2811,2184,17,54,20,5,2025-06-20
2812,1307,45,31,4,2,2025-01-20
2813,3607,255,31,12,8,2025-12-23
2814,4775,428,37,6,5,2025-05-27
2815,1758,226,6,14,5,2025-01-03
2816,4299,432,46,17,7,2025-03-05
2817,1449,313,74,2,6,2025-10-19
2818,891,138,7,5,3,2025-10-10
2819,3171,12,5,3,1,2025-04-09
2820,257,72,55,19,1,2025-10-09
2821,2666,150,83,2,2,2025-06-23
2822,4543,62,58,12,1,2025-03-23
2823,3260,74,95,6,8,2025-04-15
2824,1927,478,96,4,6,2025-08-11
2825,2642,420,9,19,6,2025-02-06
2826,2040,263,19,18,8,2025-08-22
2827,3783,296,47,16,9,2025-11-12
2828,3942,477,82,9,8,2025-06-16
2829,3464,141,56,16,10,2025-02-20
2830,2606,76,18,2,7,2025-04-03
2831,4612,4,74,7,6,2025-07-10
2832,2094,316,8,12,1,2025-01-21
2833,2052,339,93,1,6,2025-01-02
2834,694,433,76,16,9,2025-12-12
2835,3836,150,13,10,3,2025-08-30
2836,1316,167,41,12,2,2025-10-16
2837,2703,402,76,20,5,2025-11-09
2838,3752,82,10,9,10,2025-09-04
2839,4648,332,29,9,2,2025-01-21
2840,4606,81,34,8,9,2025-12-18
2841,350,64,94,12,3,2025-04-29
2842,3818,210,62,3,1,2025-08-11
2843,716,97,86,5,3,2025-03-30
2844,2615,25,86,11,1,2025-12-18
2845,1236,238,83,14,1,2025-08-19
2846,1742,273,64,6,4,2025-03-31
2847,2819,344,61,2,10,2025-01-20
2848,3970,491,15,13,5,2025-05-03
2849,3119,346,36,4,3,2025-10-24
2850,1069,57,86,1,6,2025-03-18
2851,2131,185,31,20,7,2025-01-17
2852,3658,307,22,17,4,2025-03-28
2853,2199,388,65,13,8,2025-08-18
2854,3357,144,48,7,4,2025-04-02
2855,2472,113,31,14,6,2025-08-11
2856,2006,186,93,15,5,2025-07-25
2857,1599,110,18,4,5,2025-04-07
2858,589,76,71,8,8,2025-09-08
2859,1965,117,17,10,1,2025-12-19
2860,2451,456,85,8,1,2025-11-20
2861,3947,283,25,3,3,2025-12-14
2862,630,157,14,9,9,2025-09-08
2863,183,36,53,14,3,2025-02-28
2864,3911,300,87,7,3,2025-08-14
2865,4700,379,31,2,5,2025-01-30
2866,3000,81,13,15,10,2025-01-18
2867,2356,192,3,5,6,2025-03-30
2868,996,183,83,14,8,2025-04-21
2869,1596,184,46,19,10,2025-08-21
2870,3689,4,84,10,1,2025-05-31
2871,1997,356,69,5,9,2025-08-31
2872,3697,311,22,18,1,2025-10-23
2873,4719,398,84,18,9,2025-08-16
2874,3718,397,100,17,8,2025-07-20
2875,1470,7,23,15,6,2025-12-03
2876,418,175,36,3,7,2025-04-07
2877,3050,328,3,20,1,2025-10-19
2878,28,68,85,11,10,2025-12-14
2879,4688,381,6,19,10,2025-11-07
2880,1719,233,14,14,3,2025-05-28
2881,1834,314,85,11,5,2025-09-06
2882,4466,33,5,16,6,2025-12-22
2883,2376,336,95,10,6,2025-06-28
2884,584,374,73,17,5,2025-11-19
2885,2539,9,48,6,3,2025-11-01
2886,1715,306,26,8,8,2025-03-14
2887,3007,244,70,13,9,2025-08-25
2888,2760,179,43,20,4,2025-06-18
2889,1047,163,12,7,2,2025-04-20
2890,2190,236,84,5,9,2025-07-05
2891,4390,24,71,17,9,2025-05-24
2892,2956,108,18,5,8,2025-09-13
2893,1799,140,86,20,4,2025-06-03
2894,1453,384,74,11,10,2025-11-06
2895,4093,350,88,15,4,2025-02-15
2896,1062,480,74,1,10,2025-07-29
2897,4275,193,96,5,9,2025-08-01
