shipment_id,order_id,shipped_date,shipment_status
6399,6399,2025-08-25,In Transit
6400,6400,2025-10-19,Shipped
6401,6401,2025-05-28,Delivered
6402,6402,2025-10-02,In Transit
6403,6403,2025-02-24,In Transit
6404,6404,2025-11-02,Shipped
6405,6405,2025-02-04,In Transit
6406,6406,2025-04-24,Shipped
6407,6407,2025-03-08,In Transit
6408,6408,2025-11-12,Shipped
6409,6409,2025-10-01,Shipped
6410,6410,2025-11-21,Shipped
6411,6411,2025-01-21,In Transit
6412,6412,2025-06-06,Delivered
6413,6413,2025-07-18,Delivered
6414,6414,2025-11-06,Delivered
6415,6415,2025-10-02,Delivered
6416,6416,2025-01-25,Delivered
6417,6417,2025-06-15,Shipped
6418,6418,2025-01-31,Shipped
6419,6419,2025-03-16,Shipped
6420,6420,2026-01-03,Delivered
6421,6421,2025-11-16,In Transit
6422,6422,2025-02-17,Shipped
6423,6423,2025-07-16,Delivered
6424,6424,2025-08-02,Delivered
6425,6425,2025-06-10,Shipped
6426,6426,2025-06-25,Shipped
6427,6427,2025-02-09,Delivered
6428,6428,2025-12-27,In Transit
6429,6429,2025-08-05,Delivered
6430,6430,2025-07-27,Delivered
6431,6431,2025-09-17,Delivered
6432,6432,2025-08-22,Shipped
6433,6433,2025-01-19,Delivered
6434,6434,2025-12-29,Delivered
6435,6435,2025-04-30,Shipped
6436,6436,2025-02-16,Delivered
6437,6437,2025-05-31,Shipped
6438,6438,2025-04-26,In Transit
6439,6439,2025-11-08,Delivered
6440,6440,2025-02-25,Delivered
6441,6441,2025-05-09,Shipped
6442,6442,2025-03-06,Delivered
6443,6443,2025-09-20,Shipped
6444,6444,2025-09-06,In Transit
6445,6445,2025-12-09,Shipped
6446,6446,2025-07-05,Shipped
6447,6447,2025-02-14,Delivered
6448,6448,2025-11-12,Shipped
6449,6449,2025-08-28,In Transit
6450,6450,2025-01-07,Delivered
6451,6451,2025-02-01,In Transit
6452,6452,2025-12-27,Delivered
6453,6453,2025-04-25,In Transit
6454,6454,2025-01-31,Shipped
6455,6455,2025-07-06,In Transit
6456,6456,2025-11-27,Delivered
6457,6457,2025-03-12,Delivered
6458,6458,2025-09-10,Shipped
6459,6459,2025-03-30,Shipped
6460,6460,2025-10-29,In Transit
6461,6461,2025-12-05,In Transit
6462,6462,2025-10-18,In Transit
6463,6463,2025-05-08,Delivered
6464,6464,2025-05-19,In Transit
6465,6465,2025-03-22,In Transit
6466,6466,2025-02-19,Shipped
6467,6467,2025-08-01,In Transit
6468,6468,2025-05-24,Shipped
6469,6469,2025-06-30,Delivered
6470,6470,2025-05-02,Delivered
6471,6471,2025-02-12,Delivered
6472,6472,2025-06-10,Shipped
6473,6473,2025-04-02,In Transit
6474,6474,2025-10-22,In Transit
6475,6475,2025-10-16,Shipped
6476,6476,2025-04-21,Delivered
6477,6477,2025-11-08,Delivered
6478,6478,2025-07-24,Delivered
6479,6479,2025-12-18,In Transit
6480,6480,2025-02-25,In Transit
6481,6481,2025-01-14,Shipped
6482,6482,2025-01-12,In Transit
6483,6483,2025-04-12,Delivered
6484,6484,2025-06-24,Delivered
6485,6485,2025-07-30,In Transit
6486,6486,2025-01-27,Shipped
6487,6487,2025-09-21,Shipped
6488,6488,2025-05-12,Delivered
6489,6489,2025-01-26,Delivered
6490,6490,2025-08-04,Delivered
6491,6491,2025-02-16,Shipped
6492,6492,2025-09-03,In Transit
6493,6493,2025-03-12,In Transit
6494,6494,2025-08-31,Shipped
6495,6495,2025-09-02,Delivered
6496,6496,2025-05-01,Shipped
6497,6497,2025-01-31,Shipped
6498,6498,2025-04-09,Delivered
6499,6499,2025-12-28,In Transit
6500,6500,2025-11-20,Delivered
6501,6501,2025-03-02,Shipped
6502,6502,2025-01-27,Delivered
6503,6503,2025-01-02,Shipped
6504,6504,2025-11-21,In Transit
6505,6505,2025-03-15,Delivered
6506,6506,2025-07-26,Delivered
6507,6507,2025-12-05,Shipped
6508,6508,2025-08-11,In Transit
6509,6509,2025-10-04,Delivered
6510,6510,2025-01-30,Shipped
6511,6511,2025-09-26,Shipped
6512,6512,2025-06-26,Shipped
6513,6513,2025-09-03,Delivered
6514,6514,2025-10-12,Delivered
6515,6515,2025-05-26,In Transit
6516,6516,2025-01-27,Shipped
6517,6517,2025-08-16,Delivered
6518,6518,2025-12-25,Delivered
6519,6519,2025-08-30,In Transit
6520,6520,2025-01-29,Shipped
6521,6521,2025-12-04,Shipped
6522,6522,2025-09-10,Shipped
6523,6523,2025-04-22,In Transit
6524,6524,2025-08-08,In Transit
6525,6525,2025-10-07,Delivered
6526,6526,2025-11-15,In Transit
6527,6527,2025-01-29,Delivered
6528,6528,2025-02-22,In Transit
6529,6529,2025-10-04,Shipped
6530,6530,2025-09-25,Delivered
6531,6531,2025-09-01,Delivered
6532,6532,2025-11-13,Delivered
6533,6533,2025-05-12,Shipped
6534,6534,2025-01-03,Shipped
6535,6535,2025-05-19,Delivered
6536,6536,2025-10-13,In Transit
6537,6537,2025-02-20,Delivered
6538,6538,2025-12-25,In Transit
6539,6539,2025-11-15,In Transit
6540,6540,2025-04-12,Delivered
6541,6541,2025-11-15,Delivered
6542,6542,2025-03-10,In Transit
6543,6543,2025-01-22,In Transit
6544,6544,2025-12-13,Delivered
6545,6545,2025-11-07,In Transit
6546,6546,2025-01-02,Shipped
6547,6547,2025-05-14,In Transit
6548,6548,2025-09-08,Delivered
6549,6549,2025-12-23,In Transit
6550,6550,2025-03-18,Delivered
6551,6551,2025-09-21,Shipped
6552,6552,2025-08-18,In Transit
6553,6553,2025-11-21,In Transit
6554,6554,2025-06-16,Shipped
6555,6555,2025-10-03,Shipped
6556,6556,2025-09-25,Shipped
6557,6557,2025-01-09,Delivered
6558,6558,2025-04-01,In Transit
6559,6559,2025-06-20,In Transit
6560,6560,2025-09-12,In Transit
6561,6561,2025-10-17,In Transit
6562,6562,2025-08-14,Shipped
6563,6563,2025-10-19,In Transit
6564,6564,2025-06-22,In Transit
6565,6565,2025-12-06,Delivered
6566,6566,2025-07-18,In Transit
6567,6567,2025-01-19,Shipped
6568,6568,2026-01-02,Delivered
6569,6569,2025-04-01,In Transit
6570,6570,2025-02-15,Delivered
6571,6571,2025-06-23,Delivered
6572,6572,2025-07-21,Shipped
6573,6573,2025-06-24,Shipped
6574,6574,2025-12-13,Shipped
6575,6575,2025-10-29,Shipped
6576,6576,2025-05-19,Shipped
6577,6577,2025-06-06,Delivered
6578,6578,2025-06-07,Delivered
6579,6579,2025-05-17,Delivered
6580,6580,2025-05-01,Delivered
6581,6581,2025-11-08,Delivered
6582,6582,2025-01-16,Delivered
6583,6583,2025-10-20,Delivered
6584,6584,2025-08-21,Shipped
6585,6585,2025-07-13,Delivered
6586,6586,2025-03-25,Shipped
6587,6587,2025-03-01,Delivered
6588,6588,2025-09-25,Delivered
6589,6589,2025-02-24,Shipped
6590,6590,2025-04-05,Shipped
6591,6591,2025-03-25,Shipped
6592,6592,2025-10-25,Shipped
6593,6593,2025-11-08,In Transit
6594,6594,2025-08-18,Shipped
6595,6595,2025-09-30,Shipped
6596,6596,2025-06-29,In Transit
6597,6597,2025-04-12,Shipped
6598,6598,2025-03-24,Delivered
6599,6599,2025-04-09,Shipped
6600,6600,2025-09-09,Shipped
6601,6601,2025-04-03,Shipped
6602,6602,2025-08-02,Shipped
6603,6603,2025-04-02,Delivered
6604,6604,2025-06-20,Delivered
6605,6605,2025-05-29,Delivered
6606,6606,2025-07-01,In Transit
6607,6607,2025-07-19,In Transit
6608,6608,2025-01-11,In Transit
6609,6609,2025-07-05,In Transit
6610,6610,2025-09-28,In Transit
6611,6611,2025-03-29,Shipped
6612,6612,2025-09-04,Shipped
6613,6613,2025-05-07,Delivered
6614,6614,2025-04-08,Shipped
6615,6615,2025-06-21,Shipped
6616,6616,2025-12-07,In Transit
6617,6617,2025-08-19,Delivered
6618,6618,2025-04-23,In Transit
6619,6619,2025-12-24,In Transit
6620,6620,2025-10-01,Delivered
6621,6621,2025-12-29,Delivered
6622,6622,2025-11-05,Shipped
6623,6623,2025-10-20,Delivered
6624,6624,2025-11-16,Delivered
6625,6625,2025-10-17,Delivered
6626,6626,2025-12-28,Shipped
6627,6627,2025-01-19,In Transit
6628,6628,2025-04-20,In Transit
6629,6629,2025-02-19,In Transit
6630,6630,2025-10-05,Shipped
6631,6631,2025-08-08,In Transit
6632,6632,2025-08-08,Delivered
6633,6633,2025-02-24,Delivered
6634,6634,2025-06-26,Delivered
6635,6635,2025-10-04,Shipped
6636,6636,2025-07-11,Delivered
6637,6637,2025-07-20,In Transit
6638,6638,2025-05-11,Delivered
6639,6639,2025-09-11,Delivered
6640,6640,2025-09-15,In Transit
6641,6641,2025-11-25,In Transit
6642,6642,2025-04-29,Shipped
6643,6643,2025-10-12,Delivered
6644,6644,2025-07-24,In Transit
6645,6645,2025-10-14,Delivered
6646,6646,2025-05-12,Shipped
6647,6647,2025-05-25,Shipped
6648,6648,2025-05-17,Delivered
6649,6649,2025-04-09,Shipped
6650,6650,2025-09-06,In Transit
6651,6651,2025-12-09,In Transit
6652,6652,2025-08-03,Shipped
6653,6653,2025-11-20,In Transit
6654,6654,2025-05-08,Delivered
6655,6655,2025-12-26,Delivered
6656,6656,2025-07-19,In Transit
6657,6657,2025-09-11,Shipped
6658,6658,2025-01-24,Delivered
6659,6659,2025-03-05,Shipped
6660,6660,2025-04-15,In Transit
6661,6661,2025-09-03,In Transit
6662,6662,2025-06-02,Shipped
6663,6663,2025-10-29,In Transit
6664,6664,2025-09-01,In Transit
6665,6665,2025-11-30,Shipped
6666,6666,2025-06-04,Delivered
6667,6667,2025-03-14,Shipped
6668,6668,2025-10-25,Shipped
6669,6669,2025-09-01,Shipped
6670,6670,2025-12-27,In Transit
6671,6671,2025-01-04,Shipped
6672,6672,2025-02-18,In Transit
6673,6673,2025-11-18,Delivered
6674,6674,2025-03-13,In Transit
6675,6675,2025-07-08,Shipped
6676,6676,2025-09-05,Shipped
6677,6677,2025-09-07,Delivered
6678,6678,2025-09-29,In Transit
6679,6679,2025-03-22,In Transit
6680,6680,2025-04-07,Delivered
6681,6681,2025-12-03,Shipped
6682,6682,2025-06-11,Delivered
6683,6683,2025-09-08,Delivered
6684,6684,2025-08-06,Delivered
6685,6685,2025-05-21,In Transit
6686,6686,2025-03-22,Shipped
6687,6687,2025-12-25,In Transit
6688,6688,2025-06-02,Shipped
6689,6689,2025-12-28,In Transit
6690,6690,2025-08-08,In Transit
6691,6691,2025-01-21,In Transit
6692,6692,2025-04-15,Delivered
6693,6693,2025-08-03,In Transit
6694,6694,2025-12-17,Shipped
6695,6695,2025-08-13,Shipped
6696,6696,2025-06-11,Delivered
6697,6697,2025-07-20,Delivered
6698,6698,2025-12-30,Delivered
6699,6699,2025-12-04,In Transit
6700,6700,2025-11-25,Shipped
6701,6701,2025-02-18,Shipped
6702,6702,2025-03-29,Delivered
6703,6703,2025-11-28,In Transit
6704,6704,2025-09-26,Delivered
6705,6705,2025-03-18,In Transit
6706,6706,2025-10-13,In Transit
6707,6707,2025-11-24,Delivered
6708,6708,2025-09-22,Shipped
6709,6709,2025-09-16,Delivered
6710,6710,2025-05-11,Shipped
6711,6711,2025-10-20,In Transit
6712,6712,2025-09-23,In Transit
6713,6713,2025-02-19,Delivered
6714,6714,2025-04-03,In Transit
6715,6715,2025-07-14,Delivered
6716,6716,2025-03-22,In Transit
6717,6717,2025-09-26,Shipped
6718,6718,2025-01-10,Delivered
6719,6719,2025-11-09,In Transit
6720,6720,2025-01-06,In Transit
6721,6721,2025-04-19,Delivered
6722,6722,2025-02-26,Shipped
6723,6723,2025-01-30,Delivered
6724,6724,2025-04-22,In Transit
6725,6725,2025-07-19,Shipped
6726,6726,2025-10-31,Shipped
6727,6727,2025-10-03,In Transit
6728,6728,2025-10-13,In Transit
6729,6729,2026-01-01,Delivered
6730,6730,2025-04-26,In Transit
6731,6731,2025-06-06,Shipped
6732,6732,2025-12-03,In Transit
6733,6733,2025-01-07,In Transit
6734,6734,2025-02-11,In Transit
6735,6735,2025-07-03,Delivered
6736,6736,2025-10-11,Shipped
6737,6737,2025-11-11,In Transit
6738,6738,2025-12-13,In Transit
6739,6739,2025-06-27,Delivered
6740,6740,2025-06-08,In Transit
6741,6741,2025-11-15,Shipped
6742,6742,2025-05-03,Delivered
6743,6743,2025-01-30,Shipped
6744,6744,2025-06-03,Shipped
6745,6745,2025-04-15,In Transit
6746,6746,2025-05-21,Shipped
6747,6747,2025-04-21,In Transit
6748,6748,2025-12-17,In Transit
6749,6749,2025-03-15,In Transit
6750,6750,2025-12-12,In Transit
6751,6751,2025-02-13,Shipped
6752,6752,2025-07-03,Shipped
6753,6753,2025-06-02,Shipped
6754,6754,2025-08-16,Delivered
6755,6755,2025-10-12,Shipped
6756,6756,2025-06-19,Shipped
6757,6757,2025-03-16,Delivered
6758,6758,2025-07-05,Shipped
6759,6759,2026-01-02,Shipped
6760,6760,2025-06-04,In Transit
6761,6761,2025-04-15,Shipped
6762,6762,2025-07-08,Delivered
6763,6763,2025-03-28,In Transit
6764,6764,2025-11-01,Delivered
6765,6765,2025-05-18,Delivered
6766,6766,2025-11-12,Shipped
6767,6767,2025-02-09,Shipped
6768,6768,2025-05-17,Shipped
6769,6769,2025-02-14,In Transit
6770,6770,2025-11-06,Shipped
6771,6771,2025-11-19,Shipped
6772,6772,2025-11-22,Shipped
6773,6773,2025-01-27,In Transit
6774,6774,2025-06-07,In Transit
6775,6775,2025-09-26,Shipped
6776,6776,2025-10-24,Shipped
6777,6777,2025-08-21,Shipped
6778,6778,2025-12-28,In Transit
6779,6779,2025-08-06,Delivered
6780,6780,2025-03-20,Delivered
6781,6781,2025-05-14,Delivered
6782,6782,2025-05-30,In Transit
6783,6783,2025-07-13,Shipped
6784,6784,2025-12-23,Delivered
6785,6785,2025-09-16,Delivered
6786,6786,2025-11-20,Delivered
6787,6787,2025-08-03,Delivered
6788,6788,2025-02-18,Delivered
6789,6789,2025-11-20,Delivered
6790,6790,2025-05-13,Shipped
6791,6791,2025-08-19,Delivered
6792,6792,2025-11-22,Delivered
6793,6793,2025-03-14,In Transit
6794,6794,2025-02-22,Delivered
6795,6795,2026-01-02,Delivered
6796,6796,2025-12-08,In Transit
6797,6797,2025-08-20,Shipped
6798,6798,2025-04-05,Delivered
6799,6799,2025-05-14,In Transit
6800,6800,2025-08-15,Shipped
6801,6801,2025-08-10,In Transit
6802,6802,2025-11-19,In Transit
6803,6803,2025-06-25,Shipped
6804,6804,2025-01-15,Delivered
6805,6805,2025-09-25,Shipped
6806,6806,2025-04-24,Shipped
6807,6807,2025-06-18,Shipped
6808,6808,2025-03-06,Delivered
6809,6809,2025-03-06,Shipped
6810,6810,2025-12-08,Shipped
6811,6811,2025-10-25,In Transit
6812,6812,2025-03-08,In Transit
6813,6813,2025-06-27,In Transit
6814,6814,2025-12-06,In Transit
6815,6815,2025-10-15,Delivered
6816,6816,2025-10-09,In Transit
6817,6817,2025-12-13,In Transit
6818,6818,2025-02-24,In Transit
6819,6819,2025-02-15,Delivered
6820,6820,2025-10-24,Delivered
6821,6821,2025-02-23,Shipped
6822,6822,2025-12-20,In Transit
6823,6823,2025-08-02,In Transit
6824,6824,2025-07-15,In Transit
6825,6825,2025-12-27,Shipped
6826,6826,2025-05-27,Shipped
6827,6827,2025-09-06,Shipped
6828,6828,2025-12-17,In Transit
6829,6829,2025-01-02,Shipped
6830,6830,2025-05-07,Shipped
6831,6831,2025-07-11,In Transit
6832,6832,2025-11-19,In Transit
6833,6833,2025-02-15,Delivered
6834,6834,2025-11-28,Delivered
6835,6835,2025-07-08,In Transit
6836,6836,2025-06-02,Shipped
6837,6837,2025-06-15,Delivered
6838,6838,2025-06-17,In Transit
6839,6839,2025-02-06,In Transit
6840,6840,2025-05-05,Delivered
6841,6841,2025-03-23,Shipped
6842,6842,2025-08-17,In Transit
6843,6843,2025-03-23,In Transit
6844,6844,2025-08-24,Shipped
6845,6845,2025-12-16,Delivered
6846,6846,2025-03-27,Shipped
6847,6847,2025-06-22,Shipped
6848,6848,2025-02-08,In Transit
6849,6849,2025-12-01,In Transit
6850,6850,2025-07-04,In Transit
6851,6851,2025-08-30,Shipped
6852,6852,2025-08-08,Delivered
6853,6853,2025-01-17,In Transit
6854,6854,2025-07-04,Shipped
6855,6855,2025-09-19,Delivered
6856,6856,2025-06-28,In Transit
6857,6857,2025-09-28,Shipped
6858,6858,2025-09-30,Shipped
6859,6859,2025-09-19,Delivered
6860,6860,2025-09-12,Delivered
6861,6861,2025-10-15,In Transit
6862,6862,2025-09-08,In Transit
6863,6863,2025-12-04,In Transit
6864,6864,2025-05-19,Shipped
6865,6865,2025-03-02,Shipped
6866,6866,2025-02-28,Delivered
6867,6867,2025-10-15,In Transit
6868,6868,2025-05-06,Shipped
6869,6869,2025-02-16,Delivered
6870,6870,2025-07-01,In Transit
6871,6871,2025-07-29,Delivered
6872,6872,2025-01-13,Delivered
6873,6873,2025-06-22,Delivered
6874,6874,2025-07-11,Shipped
6875,6875,2025-05-14,Shipped
6876,6876,2025-04-11,In Transit
6877,6877,2025-04-08,In Transit
6878,6878,2025-06-02,In Transit
6879,6879,2025-10-24,Delivered
6880,6880,2025-08-27,Delivered
6881,6881,2025-07-29,Delivered
6882,6882,2025-05-26,Delivered
6883,6883,2025-02-18,In Transit
6884,6884,2025-11-26,Delivered
6885,6885,2025-04-09,Shipped
6886,6886,2025-06-08,In Transit
6887,6887,2025-10-11,In Transit
6888,6888,2025-05-26,Shipped
6889,6889,2025-12-30,In Transit
6890,6890,2025-07-29,In Transit
6891,6891,2025-06-07,In Transit
6892,6892,2025-12-02,Delivered
6893,6893,2025-05-01,Shipped
6894,6894,2025-06-12,Shipped
6895,6895,2025-12-03,Shipped
6896,6896,2025-07-17,Delivered
6897,6897,2025-07-21,Delivered
6898,6898,2025-10-03,In Transit
6899,6899,2025-09-09,In Transit
6900,6900,2025-10-17,Shipped
6901,6901,2025-03-01,Shipped
6902,6902,2025-01-03,In Transit
6903,6903,2025-10-09,In Transit
6904,6904,2025-09-08,Delivered
6905,6905,2025-08-16,Delivered
6906,6906,2025-04-09,Shipped
6907,6907,2025-01-12,Delivered
6908,6908,2025-07-07,In Transit
6909,6909,2025-03-16,Shipped
6910,6910,2025-06-06,In Transit
6911,6911,2025-02-04,In Transit
6912,6912,2025-08-04,In Transit
6913,6913,2025-12-22,In Transit
6914,6914,2025-01-21,Delivered
6915,6915,2025-03-20,In Transit
6916,6916,2025-08-14,In Transit
6917,6917,2025-09-26,Shipped
6918,6918,2025-07-28,In Transit
6919,6919,2025-12-01,Delivered
6920,6920,2025-10-09,Delivered
6921,6921,2025-04-27,In Transit
6922,6922,2025-08-17,In Transit
6923,6923,2025-12-19,In Transit
6924,6924,2025-09-22,Delivered
6925,6925,2025-06-24,Delivered
6926,6926,2025-04-20,In Transit
6927,6927,2025-05-05,In Transit
6928,6928,2025-05-14,In Transit
6929,6929,2025-03-14,Shipped
6930,6930,2025-01-26,Shipped
6931,6931,2025-01-07,In Transit
6932,6932,2025-12-23,In Transit
6933,6933,2025-08-26,Delivered
6934,6934,2025-01-16,In Transit
6935,6935,2025-01-18,Shipped
6936,6936,2025-11-28,Shipped
6937,6937,2025-06-02,Delivered
6938,6938,2025-01-17,Delivered
6939,6939,2025-10-30,In Transit
6940,6940,2025-01-12,Delivered
6941,6941,2025-08-09,Shipped
6942,6942,2025-08-09,In Transit
6943,6943,2025-06-04,In Transit
6944,6944,2025-02-17,Shipped
6945,6945,2025-01-30,Shipped
6946,6946,2025-01-05,Delivered
6947,6947,2025-09-30,Delivered
6948,6948,2025-09-29,Delivered
6949,6949,2025-11-07,Shipped
6950,6950,2025-03-28,In Transit
6951,6951,2025-10-27,Delivered
6952,6952,2025-06-14,Delivered
6953,6953,2025-11-26,In Transit
6954,6954,2025-11-03,Shipped
6955,6955,2025-11-17,Delivered
6956,6956,2025-08-06,Shipped
6957,6957,2025-11-30,Delivered
6958,6958,2025-12-06,In Transit
6959,6959,2025-04-11,Delivered
6960,6960,2025-12-31,Delivered
6961,6961,2025-09-20,Shipped
6962,6962,2025-06-04,Delivered
6963,6963,2025-05-09,Shipped
6964,6964,2025-11-04,In Transit
6965,6965,2025-06-03,Delivered
6966,6966,2025-08-29,Delivered
6967,6967,2025-04-11,Delivered
6968,6968,2025-11-21,Shipped
6969,6969,2025-09-03,Delivered
6970,6970,2025-04-14,Delivered
6971,6971,2025-07-15,In Transit
6972,6972,2025-09-30,Shipped
6973,6973,2025-12-07,In Transit
6974,6974,2025-06-14,In Transit
6975,6975,2025-04-11,Delivered
6976,6976,2025-10-31,Delivered
6977,6977,2025-09-21,Shipped
6978,6978,2025-11-06,In Transit
6979,6979,2025-11-04,In Transit
6980,6980,2025-04-28,Delivered
6981,6981,2025-08-18,Delivered
6982,6982,2025-12-15,Shipped
6983,6983,2025-01-09,In Transit
6984,6984,2025-06-22,Delivered
6985,6985,2025-12-10,Delivered
6986,6986,2026-01-01,Delivered
6987,6987,2025-05-08,In Transit
6988,6988,2025-01-23,Delivered
6989,6989,2025-02-14,Delivered
6990,6990,2025-10-07,In Transit
6991,6991,2025-03-15,Shipped
6992,6992,2025-08-25,In Transit
6993,6993,2025-12-30,In Transit
6994,6994,2025-01-09,Shipped
6995,6995,2025-10-02,Delivered
6996,6996,2025-11-16,Delivered
6997,6997,2025-02-18,Shipped
6998,6998,2025-08-19,In Transit
6999,6999,2025-10-11,In Transit
7000,7000,2025-01-30,In Transit
7001,7001,2025-01-11,Delivered
7002,7002,2025-11-04,Delivered
7003,7003,2025-06-03,Shipped
7004,7004,2025-11-22,Delivered
7005,7005,2025-03-01,In Transit
7006,7006,2025-07-16,In Transit
7007,7007,2025-09-26,In Transit
7008,7008,2025-06-23,In Transit
7009,7009,2025-03-21,In Transit
7010,7010,2025-07-19,Shipped
7011,7011,2025-07-02,In Transit
7012,7012,2025-07-18,Shipped
7013,7013,2025-11-25,In Transit
7014,7014,2025-07-31,Delivered
7015,7015,2025-04-12,In Transit
7016,7016,2025-06-04,In Transit
7017,7017,2025-10-16,Shipped
7018,7018,2025-01-09,Shipped
7019,7019,2025-10-25,In Transit
7020,7020,2025-09-08,Shipped
7021,7021,2025-02-18,In Transit
7022,7022,2025-06-07,In Transit
7023,7023,2025-06-14,Delivered
7024,7024,2025-09-02,In Transit
7025,7025,2025-04-21,Shipped
7026,7026,2025-05-02,In Transit
7027,7027,2025-01-09,Delivered
7028,7028,2025-07-15,In Transit
7029,7029,2025-06-06,Delivered
7030,7030,2025-07-11,Delivered
7031,7031,2025-05-11,In Transit
7032,7032,2025-01-05,In Transit
7033,7033,2025-08-13,Delivered
7034,7034,2025-01-08,Delivered
7035,7035,2025-06-14,In Transit
7036,7036,2025-04-04,In Transit
7037,7037,2025-10-09,In Transit
7038,7038,2025-09-28,Shipped
7039,7039,2025-08-24,Delivered
7040,7040,2025-01-21,Shipped
7041,7041,2025-07-16,In Transit
7042,7042,2025-12-13,In Transit
7043,7043,2025-11-19,Shipped
7044,7044,2025-07-09,In Transit
7045,7045,2025-06-21,Shipped
7046,7046,2025-10-29,In Transit
7047,7047,2025-10-03,Delivered
7048,7048,2025-02-24,Shipped
7049,7049,2025-10-21,Delivered
7050,7050,2025-11-02,Shipped
7051,7051,2025-07-18,In Transit
7052,7052,2025-09-11,Delivered
7053,7053,2025-06-08,Shipped
7054,7054,2025-07-10,In Transit
7055,7055,2025-08-23,In Transit
7056,7056,2025-04-22,Shipped
7057,7057,2025-06-05,In Transit
7058,7058,2025-05-25,Shipped
7059,7059,2025-10-22,Shipped
7060,7060,2025-02-13,Shipped
7061,7061,2025-07-19,Delivered
7062,7062,2025-05-15,Delivered
7063,7063,2025-12-14,Delivered
7064,7064,2025-05-09,In Transit
7065,7065,2025-04-25,Shipped
7066,7066,2025-05-17,Delivered
7067,7067,2025-10-09,Delivered
7068,7068,2025-10-13,In Transit
7069,7069,2025-12-28,Shipped
7070,7070,2025-10-08,Delivered
7071,7071,2025-06-12,Shipped
7072,7072,2025-07-17,Delivered
7073,7073,2025-06-10,Shipped
7074,7074,2025-01-17,Delivered
7075,7075,2025-08-24,Shipped
7076,7076,2025-09-10,Shipped
7077,7077,2025-11-07,Delivered
7078,7078,2025-01-03,In Transit
7079,7079,2025-08-04,Shipped
7080,7080,2025-06-01,Shipped
7081,7081,2026-01-01,Shipped
7082,7082,2025-02-25,Delivered
7083,7083,2025-04-22,In Transit
7084,7084,2025-12-10,Shipped
7085,7085,2025-09-19,In Transit
7086,7086,2025-04-17,Shipped
7087,7087,2025-09-07,Delivered
7088,7088,2025-09-14,Shipped
7089,7089,2025-06-07,Delivered
7090,7090,2025-04-04,Shipped
7091,7091,2025-04-29,Shipped
7092,7092,2025-07-30,In Transit
7093,7093,2025-03-02,Shipped
7094,7094,2025-04-08,Delivered
7095,7095,2025-06-08,In Transit
7096,7096,2025-07-14,Delivered
7097,7097,2025-11-03,In Transit
7098,7098,2025-11-09,Shipped
7099,7099,2025-04-08,Shipped
7100,7100,2025-07-27,In Transit
7101,7101,2025-06-28,In Transit
7102,7102,2025-03-12,In Transit
7103,7103,2025-04-06,Delivered
7104,7104,2025-05-27,Delivered
7105,7105,2025-11-02,Delivered
7106,7106,2025-02-03,Shipped
7107,7107,2025-07-30,In Transit
7108,7108,2025-10-02,Shipped
7109,7109,2025-12-25,Delivered
7110,7110,2025-08-01,Shipped
7111,7111,2025-08-18,Delivered
7112,7112,2025-01-20,In Transit
7113,7113,2025-09-18,In Transit
7114,7114,2025-01-07,Shipped
7115,7115,2025-02-02,In Transit
7116,7116,2025-01-27,In Transit
7117,7117,2025-04-25,In Transit
7118,7118,2025-12-14,Shipped
7119,7119,2025-05-26,Shipped
7120,7120,2025-07-03,In Transit
7121,7121,2025-02-07,Shipped
7122,7122,2025-08-03,Delivered
7123,7123,2025-06-26,Shipped
7124,7124,2025-08-13,Delivered
7125,7125,2025-10-30,In Transit
7126,7126,2025-01-15,Delivered
7127,7127,2025-11-17,In Transit
7128,7128,2025-07-14,Shipped
7129,7129,2025-06-11,Shipped
7130,7130,2025-05-19,Delivered
7131,7131,2025-03-08,Delivered
7132,7132,2025-12-13,Delivered
7133,7133,2025-03-07,In Transit
7134,7134,2025-01-30,Shipped
7135,7135,2025-04-14,In Transit
7136,7136,2025-02-15,Shipped
7137,7137,2025-09-03,Shipped
7138,7138,2025-06-26,Delivered
7139,7139,2025-03-20,In Transit
7140,7140,2026-01-01,Delivered
7141,7141,2025-06-24,In Transit
7142,7142,2025-03-21,Delivered
7143,7143,2025-10-28,Shipped
7144,7144,2025-06-03,In Transit
7145,7145,2025-10-05,In Transit
7146,7146,2025-03-19,In Transit
7147,7147,2025-10-27,Shipped
7148,7148,2025-05-11,Delivered
7149,7149,2025-06-16,In Transit
7150,7150,2025-02-03,Shipped
7151,7151,2025-05-02,Delivered
7152,7152,2025-10-04,Shipped
7153,7153,2025-04-10,In Transit
7154,7154,2025-05-29,Delivered
7155,7155,2025-09-19,In Transit
7156,7156,2025-08-29,Shipped
7157,7157,2025-10-30,Delivered
7158,7158,2025-06-22,Shipped
7159,7159,2025-08-27,Delivered
7160,7160,2025-04-20,In Transit
7161,7161,2025-11-08,In Transit
7162,7162,2025-05-01,In Transit
7163,7163,2025-03-03,Delivered
7164,7164,2025-05-06,Delivered
7165,7165,2025-10-02,Shipped
7166,7166,2025-04-08,Delivered
7167,7167,2025-04-10,Delivered
7168,7168,2025-03-08,Delivered
7169,7169,2025-03-30,In Transit
7170,7170,2025-07-31,Shipped
7171,7171,2025-09-19,Delivered
7172,7172,2025-07-12,Delivered
7173,7173,2025-09-09,Delivered
7174,7174,2025-03-18,Shipped
